token	exchange	symbol	series	security_desc
11804	NSE_EQ	SUKHJITS	EQ	SUKHJIT STARCH & CHEM LTD
17105	NSE_EQ	SUMICHEM	EQ	SUMITOMO CHEM INDIA LTD
11140	NSE_EQ	SUMIT	EQ	SUMIT WOODS LIMITED
21275	NSE_EQ	SUMMITSEC	EQ	SUMMIT SECURITIES LTD
3339	NSE_EQ	SUNDARMFIN	EQ	SUNDARAM FINANCE LTD
4179	NSE_EQ	SUNDRMBRAK	EQ	SUNDARAM BRAK LININGS LTD
3345	NSE_EQ	SUNDRMFAST	EQ	SUNDRAM FASTENERS LTD
1663	NSE_EQ	SUNDROP	EQ	SUNDROP BRANDS LIMITED
3348	NSE_EQ	SUNFLAG	EQ	SUNFLAG IRON AND STEEL CO
3351	NSE_EQ	SUNPHARMA	EQ	SUN PHARMACEUTICAL IND L
3357	NSE_EQ	SUPERSPIN	EQ	SUPER SPINNING MILLS LTD
11689	NSE_EQ	SUPRAJIT	EQ	SUPRAJIT ENGINEERING LTD
29439	NSE_EQ	SUPREME	EQ	SUPREME HOLDIN N HOSP I L
3363	NSE_EQ	SUPREMEIND	EQ	SUPREME INDUSTRIES LTD
7390	NSE_EQ	SUPRIYA	EQ	SUPRIYA LIFESCIENCE LTD
20822	NSE_EQ	SURAJEST	EQ	SURAJ ESTATE DEVELOPERS L
24966	NSE_EQ	SURAJLTD	EQ	SURAJ LIMITED
27334	NSE_EQ	SURAKSHA	EQ	SURAKSHA DIAGNOSTIC LTD
21077	NSE_EQ	SURANASOL	EQ	SURANA SOLAR LIMITED
11852	NSE_EQ	SURYALAXMI	EQ	SURYALAKSHMI COT MIL LTD
3375	NSE_EQ	SURYAROSNI	EQ	SURYA ROSHNI LTD
2970	NSE_EQ	SURYODAY	EQ	SURYODAY SMALL FIN BK LTD
13801	NSE_EQ	SUTLEJTEX	EQ	SUTLEJ TEXT & INDUS LTD
15121	NSE_EQ	SVLL	EQ	SHREE VASU LOGISTICS LTD
5020	NSE_EQ	SVPGLOB	EQ	SVP GLOBAL TEXTILES LTD
27095	NSE_EQ	SWANCORP	EQ	SWAN CORP LIMITED
11909	NSE_EQ	SWELECTES	EQ	SWELECT ENERGY SYS LTD
27066	NSE_EQ	SWIGGY	EQ	SWIGGY LIMITED
12489	NSE_EQ	SWSOLAR	EQ	STRLNG & WIL REN ENE LTD
24190	NSE_EQ	SYMPHONY	EQ	SYMPHONY LIMITED
11992	NSE_EQ	SYNCOMF	EQ	SYNCOM FORMU (I) LTD
10243	NSE_EQ	SYNGENE	EQ	SYNGENE INTERNATIONAL LTD
10793	NSE_EQ	SYRMA	EQ	SYRMA SGS TECHNOLOGY LTD
759355	NSE_EQ	SYSTMTXC	EQ	SYSTEMATIX CORP SERVICE L
13648	NSE_EQ	TALBROAUTO	EQ	TALBROS AUTO. COMP. LTD
13976	NSE_EQ	TANLA	EQ	TANLA PLATFORMS LIMITED
23512	NSE_EQ	TARACHAND	EQ	TARA CHAND INFRA SOLN LTD
18827	NSE_EQ	TARAPUR	EQ	TARAPUR TRANSFORMERS LTD
15174	NSE_EQ	TARIL	EQ	TRANS & RECTI. LTD
3405	NSE_EQ	TATACHEM	EQ	TATA CHEMICALS LTD
3721	NSE_EQ	TATACOMM	EQ	TATA COMMUNICATIONS LTD
3432	NSE_EQ	TATACONSUM	EQ	TATA CONSUMER PRODUCT LTD
3426	NSE_EQ	TATAPOWER	EQ	TATA POWER CO LTD
3499	NSE_EQ	TATASTEEL	EQ	TATA STEEL LIMITED
20293	NSE_EQ	TATATECH	EQ	TATA TECHNOLOGIES LIMITED
21428	NSE_EQ	TATSILV	EQ	TATAAML-TATSILV
5162	NSE_EQ	TATVA	EQ	TATVA CHIN PHARM CHEM LTD
23740	NSE_EQ	TBOTEK	EQ	TBO TEK LIMITED
27037	NSE_EQ	TBZ	EQ	TRIB BHIMJI ZAVERI LTD
4771	NSE_EQ	TCIFINANCE	EQ	TCI FINANCE LTD
184	NSE_EQ	TCPLPACK	EQ	TCPL PACKAGING LIMITED
11536	NSE_EQ	TCS	EQ	TATA CONSULTANCY SERV LT
12716	NSE_EQ	TEAMLEASE	EQ	TEAMLEASE SERVICES LTD.
6462	NSE_EQ	TECH	EQ	BIRLASLAMC - TECH
13538	NSE_EQ	TECHM	EQ	TECH MAHINDRA LIMITED
6445	NSE_EQ	TECHNOE	EQ	TECHNO ELEC & ENG CO. LTD
7105	NSE_EQ	TEGA	EQ	TEGA INDUSTRIES LIMITED
21131	NSE_EQ	TEJASNET	EQ	TEJAS NETWORKS LIMITED
3275	NSE_EQ	TEMBO	EQ	TEMBO GLOBAL IND LTD
11549	NSE_EQ	TEXINFRA	EQ	TEXMACO INFRA & HOLDG LTD
18214	NSE_EQ	TEXMOPIPES	EQ	TEXMO PIPE & PRODUCTS LTD
21828	NSE_EQ	TEXRAIL	EQ	TEXMACO RAIL & ENG. LTD.
3466	NSE_EQ	TFCILTD	EQ	TOURISM FINANCE CORP. OF
14319	NSE_EQ	TFL	EQ	TRANSWARRANTY FIN. LTD.
14607	NSE_EQ	TGBHOTELS	EQ	TGB BANQUETS&HOTELS LTD
18118	NSE_EQ	THANGAMAYL	EQ	THANGAMAYIL JEWELLERY LTD
21427	NSE_EQ	THEINVEST	EQ	THE INVEST TRUST OF IND L
19279	NSE_EQ	THEJO	EQ	THEJO ENGINEERING LIMITED
757014	NSE_EQ	THELEELA	EQ	LEELA PALACES HOTEL LTD
3481	NSE_EQ	THOMASCOOK	EQ	THOMAS COOK (INDIA) LTD
759176	NSE_EQ	TIGERLOGS	EQ	TIGER LOGISTICS (INDIA) L
14223	NSE_EQ	TIIL	EQ	TECHNOCRAFT IND LTD
312	NSE_EQ	TIINDIA	EQ	TUBE INVEST OF INDIA LTD
25482	NSE_EQ	TIJARIA	EQ	TIJARIA POLYPIPES LTD
3484	NSE_EQ	TIL	EQ	TIL LTD
14707	NSE_EQ	TIMETECHNO	EQ	TIME TECHNOPLAST LTD.
14198	NSE_EQ	TIMKEN	EQ	TIMKEN INDIA LTD.
756020	NSE_EQ	TINNARUBR	EQ	TINNA RUBBER AND INFR LTD
11374	NSE_EQ	TIPSFILMS	EQ	TIPS FILMS LIMITED
9117	NSE_EQ	TIPSMUSIC	EQ	TIPS MUSIC LIMITED
3496	NSE_EQ	TIRUMALCHM	EQ	THIRUMALAI CHEMICALS LTD
22282	NSE_EQ	TIRUPATIFL	EQ	TIRUPATI FORGE LIMITED
15414	NSE_EQ	TITAGARH	EQ	TITAGARH RAIL SYSTEMS LTD
3506	NSE_EQ	TITAN	EQ	TITAN COMPANY LIMITED
3980	NSE_EQ	TNPL	EQ	TAMILNADU NEWSPRT & PAPER
3512	NSE_EQ	TNTELE	EQ	TAMILNADU TELECOMMUNICATI
3837	NSE_EQ	TOKYOPLAST	EQ	TOKYO PLAST INTL LTD
24081	NSE_EQ	TOP100CASE	EQ	ZERODHAAMC - TOP100CASE
16908	NSE_EQ	TOUCHWOOD	EQ	TOUCHWOOD ENTERTAIN LTD.
16996	NSE_EQ	TPHQ	EQ	TEAMO PRODUCTIONS HQ LTD
9219	NSE_EQ	TPLPLASTEH	EQ	TPL PLASTECH LIMITED
11582	NSE_EQ	TRACXN	EQ	TRACXN TECHNOLOGIES LTD
28714	NSE_EQ	TRANSRAILL	EQ	TRANSRAIL LIGHTING LTD
3129	NSE_EQ	TRANSWORLD	EQ	TRANSWORLD SHIP LINES LTD
757545	NSE_EQ	TRAVELFOOD	EQ	TRAVEL FOOD SERVICES LTD
25082	NSE_EQ	TREEHOUSE	EQ	TREE HOUSE EDU LTD
7518	NSE_EQ	TREJHARA	EQ	TREJHARA SOLUTIONS LTD
17987	NSE_EQ	TRF	EQ	TRF LIMITED
25584	NSE_EQ	TRITURBINE	EQ	TRIVENI TURBINE LIMITED
29008	NSE_EQ	TVSHLTD	EQ	TVS HOLDINGS LIMITED
18504	NSE_EQ	TVVISION	EQ	TV VISION LIMITED
16713	NSE_EQ	UBL	EQ	UNITED BREWERIES LTD
3570	NSE_EQ	UCAL	EQ	UCAL LIMITED
11223	NSE_EQ	UCOBANK	EQ	UCO BANK
19113	NSE_EQ	UDS	EQ	UPDATER SERVICES LIMITED
3127	NSE_EQ	UFBL	EQ	UNITED FOODBRANDS LIMITED
1053	NSE_EQ	UFLEX	EQ	UFLEX LIMITED
9039	NSE_EQ	UFO	EQ	UFO MOVIEZ INDIA LTD.
19578	NSE_EQ	UGARSUGAR	EQ	THE UGAR SUGAR WORKS LTD
5313	NSE_EQ	UGROCAP	EQ	UGRO CAPITAL LIMITED
15228	NSE_EQ	UJJIVANSFB	EQ	UJJIVAN SMALL FINANC BANK
11532	NSE_EQ	ULTRACEMCO	EQ	ULTRATECH CEMENT LIMITED
8842	NSE_EQ	UMAEXPORTS	EQ	UMA EXPORTS LIMITED
19142	NSE_EQ	UMESLTD	EQ	USHA MARTIN EDU & SOL LTD
8998	NSE_EQ	UMIYA-MRO	EQ	UMIYA BUILDCON LIMITED
3579	NSE_EQ	UNICHEMLAB	EQ	UNICHEM LABORATORIES LTD
201	NSE_EQ	UNIDT	EQ	UNITED DRILLING TOOLS LTD
28960	NSE_EQ	UNIMECH	EQ	UNIMECH AEROSPACE N MFG L
10753	NSE_EQ	UNIONBANK	EQ	UNION BANK OF INDIA
29687	NSE_EQ	UNIONGOLD	EQ	UNIONAMC - UNIONGOLD
13057	NSE_EQ	UNIPARTS	EQ	UNIPARTS INDIA LIMITED
18977	NSE_EQ	UNIVASTU	EQ	UNIVASTU INDIA LIMITED
3607	NSE_EQ	UNIVCABLES	EQ	UNIVERSAL CABLES LTD
8840	NSE_EQ	USHAMART	EQ	USHA MARTIN LTD.
14871	NSE_EQ	USK	EQ	UDAYSHIVAKUMAR INFRA LTD
527	NSE_EQ	UTIAMC	EQ	UTI ASSET MNGMT CO LTD
10515	NSE_EQ	UTISENSETF	EQ	UTIAMC - UTISENSETF
9168	NSE_EQ	UTISXN50	EQ	UTIAMC - UTISXN50
17358	NSE_EQ	UTKARSHBNK	EQ	UTKARSH SMALL FIN BANK L
13376	NSE_EQ	UTTAMSUGAR	EQ	UTTAM SUGAR MILLS LTD.
25626	NSE_EQ	UYFINCORP	EQ	U. Y. FINCORP LIMITED
14766	NSE_EQ	V2RETAIL	EQ	V2 RETAIL LIMITED
24196	NSE_EQ	VADILALIND	EQ	VADILAL INDUSTRIES LTD
11364	NSE_EQ	VAIBHAVGBL	EQ	VAIBHAV GLOBAL LIMITED
16589	NSE_EQ	VAISHALI	EQ	VAISHALI PHARMA LIMITED
13342	NSE_EQ	VAKRANGEE	EQ	VAKRANGEE LIMITED
25851	NSE_EQ	VAL30IETF	EQ	ICICIPRAMC - VAL30IETF
19218	NSE_EQ	VALIANTLAB	EQ	VALIANT LABORATORIES LTD
11220	NSE_EQ	VARDHACRLC	EQ	VARDHAMAN ACRYLICS LTD
3646	NSE_EQ	VARDMNPOLY	EQ	VARDHMAN POLYTEX LTD.
3857	NSE_EQ	VARROC	EQ	VARROC ENGINEERING LTD.
18110	NSE_EQ	VASCONEQ	EQ	VASCON ENGINEERS LTD
25340	NSE_EQ	VASWANI	EQ	VASWANI IND LTD
18921	NSE_EQ	VBL	EQ	VARUN BEVERAGES LIMITED
9020	NSE_EQ	VCL	EQ	VAXTEX COTFAB LIMITED
3063	NSE_EQ	VEDL	EQ	VEDANTA LIMITED
14019	NSE_EQ	VEEDOL	EQ	VEEDOL CORPORATION LTD
28847	NSE_EQ	VENTIVE	EQ	VENTIVE HOSPITALITY LTD
18863	NSE_EQ	VERTOZ	EQ	VERTOZ LIMITED
3676	NSE_EQ	VESUVIUS	EQ	VESUVIUS INDIA LTD
8652	NSE_EQ	VETO	EQ	VETO SWITCHGEAR CABLE LTD
15362	NSE_EQ	VGUARD	EQ	V-GUARD IND LTD.
11892	NSE_EQ	VHL	EQ	VARDHMAN HOLDINGS LIMITED
25756	NSE_EQ	VIKASECO	EQ	VIKAS ECOTECH LIMITED
9931	NSE_EQ	VIKASLIFE	EQ	VIKAS LIFECARE LIMITED
759453	NSE_EQ	VIKRAMSOLR	EQ	VIKRAM SOLAR LIMITED
758973	NSE_EQ	VIKRAN	EQ	VIKRAN ENGINEERING LTD
13101	NSE_EQ	VIMTALABS	EQ	VIMTA LABS LIMITED
17364	NSE_EQ	VINATIORGA	EQ	VINATI ORGANICS LTD
25835	NSE_EQ	VINCOFE	EQ	VINTAGE COFFEE N BVRGS L
3694	NSE_EQ	VINDHYATEL	EQ	VINDHYA TELELINKS LTD
3807	NSE_EQ	VINEETLAB	EQ	VINEET LABORATORIES LTD
12490	NSE_EQ	VINNY	EQ	VINNY OVERSEAS LIMITED
16821	NSE_EQ	VINYLINDIA	EQ	VINYL CHEMICALS (I) LTD.
14843	NSE_EQ	VIPCLOTHNG	EQ	VIP CLOTHING LIMITED
3703	NSE_EQ	VIPIND	EQ	VIP INDUSTRIES LTD
8424	NSE_EQ	VIPULLTD	EQ	VIPUL LIMITED
6908	NSE_EQ	VISHNU	EQ	VISHNU CHEMICALS LIMITED
29877	NSE_EQ	VIVIDHA	EQ	VISAGAR POLYTEX LTD
18012	NSE_EQ	VLEGOV	EQ	VL E GOV AND IT SOL LTD
3715	NSE_EQ	VLSFINANCE	EQ	VLS FINANCE LTD
29284	NSE_EQ	VMART	EQ	VMART RETAIL LTD
759152	NSE_EQ	VMSTMT	EQ	VMS TMT LIMITED
18341	NSE_EQ	VPRPL	EQ	VISHNU PRAKASH R PUNGLI L
24321	NSE_EQ	VRAJ	EQ	VRAJ IRON AND STEEL LTD
8696	NSE_EQ	VRLLOG	EQ	VRL LOGISTICS LIMITED
27067	NSE_EQ	VSSL	EQ	VARDHMAN SPC STEEL LTD
3724	NSE_EQ	VSTIND	EQ	VST INDUSTRIES LTD
22730	NSE_EQ	VSTL	EQ	VIBHOR STEEL TUBES LTD
24292	NSE_EQ	VSTTILLERS	EQ	VST TILLERS TRACTORS LTD
2073	NSE_EQ	VTL	EQ	VARDHMAN TEXTILES LIMITED
756038	NSE_EQ	WAAREERTL	EQ	WAAREE RENEWABLE TECH LTD
20188	NSE_EQ	WABAG	EQ	VA TECH WABAG LTD
3736	NSE_EQ	WALCHANNAG	EQ	WALCHANDNAGAR INDUSTRIES
1923	NSE_EQ	WEALTH	EQ	WEALTH FRST PORT. MG. LTD
14602	NSE_EQ	WEBELSOLAR	EQ	WEBSOL ENERGY SYSTEM LTD
3748	NSE_EQ	WEIZMANIND	EQ	WEIZMANN LTD
7835	NSE_EQ	WEL	EQ	WONDER ELECTRICALS LTD
11821	NSE_EQ	WELCORP	EQ	WELSPUN CORP LIMITED
11626	NSE_EQ	WELENT	EQ	WELSPUN ENTERPRISES LTD.
759434	NSE_EQ	WEWORK	EQ	WEWORK INDIA MANAGEMENT L
18011	NSE_EQ	WHIRLPOOL	EQ	WHIRLPOOL OF INDIA LTD
5366	NSE_EQ	WINDLAS	EQ	WINDLAS BIOTECH LIMITED
24969	NSE_EQ	WINDMACHIN	EQ	WINDSOR MACHINES LIMITED
20481	NSE_EQ	WIPL	EQ	THE WESTERN INDIA PLY LTD
3787	NSE_EQ	WIPRO	EQ	WIPRO LTD
3002	NSE_EQ	WONDERLA	EQ	WONDERLA HOLIDAYS LTD.
11407	NSE_EQ	XPROINDIA	EQ	XPRO INDIA LIMITED
25235	NSE_EQ	XTGLOBAL	EQ	XTGLOBAL INFOTECH LIMITED
18131	NSE_EQ	YASHO	EQ	YASHO INDUSTRIES LIMITED
11915	NSE_EQ	YESBANK	EQ	YES BANK LIMITED
5501	NSE_EQ	YUKEN	EQ	YUKEN INDIA LIMITED
20852	NSE_EQ	ZEELEARN	EQ	ZEE LEARN LIMITED
4176	NSE_EQ	ZENITHEXPO	EQ	ZENITH EXPORTS LTD
1076	NSE_EQ	ZENSARTECH	EQ	ZENSAR TECHNOLOGIES  LTD
7508	NSE_EQ	ZENTEC	EQ	ZEN TECHNOLOGIES LIMITED
16915	NSE_EQ	ZFCVINDIA	EQ	ZF COM VE CTR SYS IND LTD
12384	NSE_EQ	ZIMLAB	EQ	ZIM LABORATORIES LIMITED
7129	NSE_EQ	ZODIAC	EQ	ZODIAC ENERGY LIMITED
3821	NSE_EQ	ZODIACLOTH	EQ	ZODIAC CLOTHING CO. LTD.
11394	NSE_EQ	ZOTA	EQ	ZOTA HEALTH CARE LIMITED
29050	NSE_EQ	ZUARI	EQ	ZUARI AGRO CHEMICALS LTD
3827	NSE_EQ	ZUARIIND	EQ	ZUARI INDUSTRIES LIMITED
7929	NSE_EQ	ZYDUSLIFE	EQ	ZYDUS LIFESCIENCES LTD
17635	NSE_EQ	ZYDUSWELL	EQ	ZYDUS WELLNESS LIMITED
26044	NSE_EQ	NIFTYMID100	EQ	NIFTY MIDCAP 100
26012	NSE_EQ	NIFTY100	EQ	NIFTY100
26036	NSE_EQ	NIFTY200	EQ	NIFTY 200
26046	NSE_EQ	NIFTYSMALL	EQ	NIFTY SMALLCAP 100
26091	NSE_EQ	NIFTYSCAP50	EQ	NIFTY SMALLCAP 50
26017	NSE_EQ	INDIAVIX	EQ	INDIA VIX
26033	NSE_EQ	AUTO	EQ	NIFTY AUTO
26034	NSE_EQ	METAL	EQ	NIFTY METAL
26040	NSE_EQ	COMMODITIES	EQ	NIFTY COMMODITIES
26035	NSE_EQ	CONSUMPTION	EQ	NIFTY CONSUMPTION
26024	NSE_EQ	NIFTYPSE	EQ	NIFTY PSE
26010	NSE_EQ	SERVICE	EQ	NIFTY SERV SECTOR
26090	NSE_EQ	NIFTYMCAP150	EQ	NIFTY MIDCAP 150
26093	NSE_EQ	NIFTYMDSL400	EQ	NIFTY MIDSML 400
26086	NSE_EQ	NIFTY50EQL	EQ	NIFTY50 Equal weight
1465	NSE_EQ	ACCURACY	EQ	ACCURACY SHIPPING LIMITED
34	NSE_EQ	ADOR	EQ	ADOR WELDING LTD
3813	NSE_EQ	ARIHANTCAP	EQ	ARIHANT CAPITAL MKTS LTD
20159	NSE_EQ	ARIHANTSUP	EQ	ARIHANT SUPERSTRUCT LTD
2814	NSE_EQ	ARVEE	EQ	ARVEE LABORATORIES I LTD
212	NSE_EQ	ASHOKLEY	EQ	ASHOK LEYLAND LTD
419	NSE_EQ	BEPL	EQ	BHANSALI ENG. POLYMERS LT
404	NSE_EQ	BERGEPAINT	EQ	BERGER PAINTS (I) LTD
10604	NSE_EQ	BHARTIARTL	EQ	BHARTI AIRTEL LIMITED
760	NSE_EQ	CGPOWER	EQ	CG POWER AND IND SOL LTD
759311	NSE_EQ	CRAMC	EQ	CANARA ROBECO AMC LIMITED
12749	NSE_EQ	DJML	EQ	DJ MEDIAPRINT & LOG LTD
25060	NSE_EQ	ECOSMOBLTY	EQ	ECOS (INDIA) MOB & HOSP L
1200	NSE_EQ	ESG	EQ	MIRAEAMC - MAESGETF
20257	NSE_EQ	ESILVER	EQ	EDELAMC - ESILVER
1614	NSE_EQ	FAIRCHEMOR	EQ	FAIRCHEM ORGANICS LIMITED
1415	NSE_EQ	GLOBAL	EQ	GLOBAL EDUCATION LIMITED
24932	NSE_EQ	GLOBALE	EQ	GLOBALE TESSILE LIMITED
25941	NSE_EQ	GODAVARIB	EQ	GODAVARI BIOREFINERIES L
10865	NSE_EQ	GVPTECH	EQ	GVP INFOTECH LIMITED
14627	NSE_EQ	HILTON	EQ	HILTON METAL FORGING LTD
11647	NSE_EQ	KOTARISUG	EQ	KOTHARI SUG & CHEM LTD.
5782	NSE_EQ	MASPTOP50	EQ	MIRAEAMC - MASPTOP50
3586	NSE_EQ	MOKSH	EQ	MOKSH ORNAMENTS LIMITED
2514	NSE_EQ	OSWALAGRO	EQ	OSWAL AGRO MILLS LTD
6045	NSE_EQ	PASUPTAC	EQ	PASUPATI ACRYLON LIMITED
2705	NSE_EQ	PRAJIND	EQ	PRAJ INDUSTRIES LTD
2708	NSE_EQ	PRAKASH	EQ	PRAKASH INDUSTRIES LTD
25049	NSE_EQ	PREMIERENE	EQ	PREMIER ENERGIES LIMITED
20874	NSE_EQ	RBZJEWEL	EQ	RBZ JEWELLERS LIMITED
2963	NSE_EQ	SAIL	EQ	STEEL AUTHORITY OF INDIA
3475	NSE_EQ	THERMAX	EQ	THERMAX LTD
3718	NSE_EQ	VOLTAS	EQ	VOLTAS LTD
11705	NSE_EQ	XCHANGING	EQ	XCHANGING SOLUTIONS LTD
8477	NSE_EQ	XELPMOC	EQ	XELPMOC DESIGN & TECH LTD
2283	NSE_EQ	MRPL	EQ	MRPL
26009	NSE_EQ	BANKNIFTY	EQ	NIFTY BANK
23806	NSE_EQ	ABSLPSE	EQ	BIRLASLAMC-ABSLPSE
245	NSE_EQ	ADL	EQ	ARCHIDPLY DECOR LIMITED
24445	NSE_EQ	AGIIL	EQ	AGI INFRA LIMITED
11072	NSE_EQ	AGRITECH	EQ	AGRI-TECH (INDIA) LIMITED
23553	NSE_EQ	AIIL	EQ	AUTHUM INVEST & INFRA LTD
29624	NSE_EQ	AJAXENGG	EQ	AJAX ENGINEERING LIMITED
11496	NSE_EQ	AMBICAAGAR	EQ	AMBICA AGAR & AROMAINDLTD
2598	NSE_EQ	AMJLAND	EQ	AMJ LAND HOLDINGS LIMITED
16657	NSE_EQ	ANIKINDS	EQ	ANIK INDUSTRIES LTD
3727	NSE_EQ	ANMOL	EQ	ANMOL INDIA LIMITED
11491	NSE_EQ	APARINDS	EQ	APAR INDUSTRIES LTD.
20453	NSE_EQ	APCL	EQ	ANJANI PORTLAND CEM LTD
154	NSE_EQ	APCOTEXIND	EQ	APCOTEX INDUSTRIES LIMITE
25328	NSE_EQ	APLLTD	EQ	ALEMBIC PHARMA LTD
6302	NSE_EQ	APOLSINHOT	EQ	APOLLO SINDOORI HOTEL LTD
15204	NSE_EQ	ARIES	EQ	ARIES AGRO LTD.
757614	NSE_EQ	ARISINFRA	EQ	ARISINFRA SOLUTIONS LTD
25398	NSE_EQ	ARKADE	EQ	ARKADE DEVELOPERS LIMITED
16913	NSE_EQ	ARTEMISMED	EQ	ARTEMIS MED SERVICE LTD
6156	NSE_EQ	ARTNIRMAN	EQ	ART NIRMAN LIMITED
193	NSE_EQ	ARVIND	EQ	ARVIND LIMITED
9111	NSE_EQ	ARVINDFASN	EQ	ARVIND FASHIONS LIMITED
10457	NSE_EQ	ARVSMART	EQ	ARVIND SMARTSPACES LTD
5378	NSE_EQ	ASAHIINDIA	EQ	ASAHI INDIA GLASS LIMITED
25088	NSE_EQ	ASAHISONG	EQ	ASAHI SONGWON COLOR LTD
10634	NSE_EQ	ASAL	EQ	AUTOMOTIVE STAMPINGS & AS
206	NSE_EQ	ASHIMASYN	EQ	ASHIMA LTD
20182	NSE_EQ	ASHOKA	EQ	ASHOKA BUILDCON LTD
16943	NSE_EQ	ASHOKAMET	EQ	ASHOKA METCAST LIMITED
20152	NSE_EQ	ASKAUTOLTD	EQ	ASK AUTOMOTIVE LIMITED
17270	NSE_EQ	ASPINWALL	EQ	ASPINWALL & CO LTD
17728	NSE_EQ	ASTEC	EQ	ASTEC LIFESCIENCES LTD
1607	NSE_EQ	AURIGROW	EQ	AURI GROW INDIA LIMITED
12022	NSE_EQ	AURIONPRO	EQ	AURIONPRO SOLN LTD
275	NSE_EQ	AUROPHARMA	EQ	AUROBINDO PHARMA LTD
10310	NSE_EQ	AURUM	EQ	AURUM PROPTECH LIMITED
25270	NSE_EQ	BAJAJHFL	EQ	BAJAJ HOUSING FINANCE LTD
308	NSE_EQ	BAJAJHIND	EQ	BAJAJ HINDUSTHAN SUGAR LT
305	NSE_EQ	BAJAJHLDNG	EQ	BAJAJ HOLDINGS & INVS LTD
29678	NSE_EQ	BAJAJINDEF	EQ	INDEF MANUFACTURING LTD
20531	NSE_EQ	BAJEL	EQ	BAJEL PROJECTS LIMITED
317	NSE_EQ	BAJFINANCE	EQ	BAJAJ FINANCE LIMITED
10181	NSE_EQ	BALKRISHNA	EQ	BALKRISHNA PAPER MILLS L
11037	NSE_EQ	BANKIETF	EQ	ICICIPRAMC - IPRU5008
4745	NSE_EQ	BANKINDIA	EQ	BANK OF INDIA
25725	NSE_EQ	BANKPSU	EQ	MIRAEAMC - BANKPSU
14511	NSE_EQ	BANSWRAS	EQ	BANSWARA SYNTEX LIMITED
757938	NSE_EQ	BELLACASA	EQ	BELLA CASA FASH AND RET L
757102	NSE_EQ	BELRISE	EQ	BELRISE INDUSTRIES LTD
395	NSE_EQ	BEML	EQ	BEML LIMITED
3834	NSE_EQ	BHARATRAS	EQ	BHARAT RASAYAN LTD
30244	NSE_EQ	BHARATSE	EQ	BHARAT SEATS LIMITED
16123	NSE_EQ	BHARATWIRE	EQ	BHARAT WIRE ROPES LTD.
22566	NSE_EQ	BLSE	EQ	BLS E-SERVICES LIMITED
495	NSE_EQ	BLUEDART	EQ	BLUE DART EXPRESS LTD
19686	NSE_EQ	BLUEJET	EQ	BLUE JET HEALTHCARE LTD
530	NSE_EQ	BPL	EQ	BPL LTD
19585	NSE_EQ	BSE	EQ	BSE LIMITED
19447	NSE_EQ	CAPTRUST	EQ	CAPITAL TRUST LIMITED
595	NSE_EQ	CARBORUNIV	EQ	CARBORUNDUM UNIVERSAL LTD
14982	NSE_EQ	CENTUM	EQ	CENTUM ELECTRONICS LTD
13305	NSE_EQ	CENTURYPLY	EQ	CENTURY PLYBOARDS (I) LTD
15039	NSE_EQ	CERA	EQ	CERA SANITARYWARE LTD
20329	NSE_EQ	CGCL	EQ	CAPRI GLOBAL CAPITAL LTD
14937	NSE_EQ	CIEINDIA	EQ	CIE AUTOMOTIVE INDIA LTD
8024	NSE_EQ	CINEVISTA	EQ	CINEVISTA LIMITED
694	NSE_EQ	CIPLA	EQ	CIPLA LTD
7603	NSE_EQ	CMSINFO	EQ	CMS INFO SYSTEMS LIMITED
11543	NSE_EQ	COFORGE	EQ	COFORGE LIMITED
11731	NSE_EQ	CONSOFINVT	EQ	CONSO. FIN. & HOLD. LTD.
2328	NSE_EQ	CPSEETF	EQ	CPSE ETF
2854	NSE_EQ	CRAFTSMAN	EQ	CRAFTSMAN AUTOMATION LTD
8083	NSE_EQ	CROWN	EQ	CROWN LIFTERS LIMITED
14966	NSE_EQ	CSBBANK	EQ	CSB BANK LIMITED
10350	NSE_EQ	CSLFINANCE	EQ	CSL FINANCE LIMITED
14218	NSE_EQ	CTE	EQ	CAMBRIDGE TECH ENTER LTD
5701	NSE_EQ	CUB	EQ	CITY UNION BANK LTD
4064	NSE_EQ	CUBEXTUB	EQ	CUBEX TUBINGS LTD
1901	NSE_EQ	CUMMINSIND	EQ	CUMMINS INDIA LTD
18520	NSE_EQ	CUPID	EQ	CUPID LIMITED
5748	NSE_EQ	CYIENT	EQ	CYIENT LIMITED
17187	NSE_EQ	CYIENTDLM	EQ	CYIENT DLM LIMITED
772	NSE_EQ	DABUR	EQ	DABUR INDIA LTD
31107	NSE_EQ	DBSTOCKBRO	EQ	DB (INT) STOCK BROKERS
11895	NSE_EQ	DCXINDIA	EQ	DCX SYSTEMS LIMITED
29098	NSE_EQ	DDEVPLSTIK	EQ	DDEV PLASTIKS IND LTD
17722	NSE_EQ	DEN	EQ	DEN NETWORKS LTD
29256	NSE_EQ	DENTA	EQ	DENTA WATER N INFRA SOL L
10940	NSE_EQ	DIVISLAB	EQ	DIVI S LABORATORIES LTD
2636	NSE_EQ	DIVOPPBEES	EQ	NIP IND ETF DIV OPP
21690	NSE_EQ	DIXON	EQ	DIXON TECHNO (INDIA) LTD
11667	NSE_EQ	DWARKESH	EQ	DWARIKESH SUGAR IND LTD
16253	NSE_EQ	EBBETF0430	EQ	EDELAMC - EBBETF0430
15179	NSE_EQ	ECLERX	EQ	ECLERX SERVICES LTD
